,path,min_r,min_c,max_r,max_c,r_len,c_len,category,box_area,c_by_r,r_by_c
36060,/images/ca9626bc-21a4-46f4-ba94-e7ee7a4cf735.png,443,244,564,364,121,120,red blood cell,14520,0.9917355371900827,1.0083333333333333
64045,/images/03cbfcf2-8da6-462c-b30d-16d63357371f.png,117,817,203,903,86,86,red blood cell,7396,1.0,1.0
29385,/images/30167dc1-f739-4036-b5c4-5fad435c2c67.png,329,985,456,1106,127,121,red blood cell,15367,0.952755905511811,1.0495867768595042
36779,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,563,1221,667,1330,104,109,red blood cell,11336,1.0480769230769231,0.9541284403669725
57175,/images/7c870293-2665-4a6b-a4fa-336959051dfc.png,741,615,860,727,119,112,red blood cell,13328,0.9411764705882353,1.0625
11647,/images/0ed416f9-7c20-4829-9016-559e4009568e.png,574,91,682,194,108,103,red blood cell,11124,0.9537037037037037,1.0485436893203883
74836,/images/81edcae1-65bf-4752-b0e4-494376b71e49.png,409,959,510,1057,101,98,red blood cell,9898,0.9702970297029703,1.030612244897959
47166,/images/3d1b889e-bb4a-4ee6-b899-974ee7d956a7.png,268,299,374,395,106,96,red blood cell,10176,0.9056603773584906,1.1041666666666667
62363,/images/e0ff3476-226f-4125-b182-8e524d5503dd.png,1104,1381,1200,1477,96,96,red blood cell,9216,1.0,1.0
49268,/images/989d86a1-6d76-4089-85cf-2f2ca0a8456c.png,14,352,128,462,114,110,red blood cell,12540,0.9649122807017544,1.0363636363636364
71426,/images/bcb447c9-5d37-414f-a513-d7076b04a532.png,539,1383,631,1488,92,105,red blood cell,9660,1.141304347826087,0.8761904761904762
5431,/images/75579b27-8191-4044-859b-268be969c42b.png,819,163,940,285,121,122,red blood cell,14762,1.0082644628099173,0.9918032786885246
45906,/images/939ad732-d7c5-4339-b087-4335b49d6a3c.png,554,750,657,869,103,119,red blood cell,12257,1.1553398058252426,0.865546218487395
9058,/images/21c2a8aa-407c-4569-8212-96fcafa84138.png,585,403,704,525,119,122,red blood cell,14518,1.0252100840336134,0.9754098360655737
72303,/images/ee57e743-a876-4f69-9fe5-bf5d01b44689.png,683,265,800,374,117,109,red blood cell,12753,0.9316239316239316,1.073394495412844
12299,/images/3b55c42f-ad59-422f-ba99-4f4f4ca9cb2e.png,799,1326,894,1417,95,91,red blood cell,8645,0.9578947368421052,1.043956043956044
71012,/images/deaa1931-5f97-45bf-8c00-be6ddeb37b9a.png,120,629,232,719,112,90,red blood cell,10080,0.8035714285714286,1.2444444444444445
68386,/images/040112be-3c8d-49aa-93f1-522f94a592ff.png,610,868,699,968,89,100,red blood cell,8900,1.1235955056179776,0.89
61350,/images/e16c0dab-780d-4035-872e-1bb91e49f9d2.png,83,1230,196,1334,113,104,red blood cell,11752,0.9203539823008849,1.0865384615384615
74786,/images/91e93160-eb8d-4de0-b6bc-b98ec33d1663.png,1000,736,1125,856,125,120,red blood cell,15000,0.96,1.0416666666666667
76340,/images/3dad6483-ac30-4d2b-b045-9f24fe6ff75e.png,380,149,474,257,94,108,red blood cell,10152,1.148936170212766,0.8703703703703703
70617,/images/4ce5a070-9ede-4bb1-9ca2-1bae5746776b.png,550,951,682,1078,132,127,red blood cell,16764,0.9621212121212122,1.0393700787401574
44093,/images/8b494b40-cab5-49d3-893d-c805000fbe88.png,671,879,786,985,115,106,red blood cell,12190,0.9217391304347826,1.0849056603773586
20932,/images/c2ec116f-f091-422c-926c-70b548a8f6ef.png,846,773,933,871,87,98,red blood cell,8526,1.1264367816091954,0.8877551020408163
29133,/images/4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png,709,311,789,405,80,94,red blood cell,7520,1.175,0.851063829787234
28349,/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,42,533,164,653,122,120,red blood cell,14640,0.9836065573770492,1.0166666666666666
35305,/images/516bf1d5-5d00-4985-926c-3993e9bc3ff5.png,1054,444,1179,560,125,116,red blood cell,14500,0.928,1.0775862068965518
79626,/images/a4409217-be11-4478-90a5-b406057d154d.png,848,778,955,878,107,100,red blood cell,10700,0.9345794392523364,1.07
8642,/images/ea6b012a-3425-4bfc-a61d-88563aa2a264.png,301,172,400,283,99,111,red blood cell,10989,1.121212121212121,0.8918918918918919
1787,/images/5f783f43-0090-4f8a-bd75-9562f4aa2dd5.png,350,804,453,912,103,108,red blood cell,11124,1.0485436893203883,0.9537037037037037
28244,/images/036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png,62,231,162,331,100,100,red blood cell,10000,1.0,1.0
43710,/images/ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png,871,608,983,719,112,111,red blood cell,12432,0.9910714285714286,1.009009009009009
32194,/images/07346d2e-a6e6-4dc0-95f1-9f7d8d7e3f66.png,880,233,986,348,106,115,red blood cell,12190,1.0849056603773586,0.9217391304347826
18650,/images/c22f7031-9cf8-48ce-b03b-1b12d0db4951.png,265,1145,375,1253,110,108,red blood cell,11880,0.9818181818181818,1.0185185185185186
74666,/images/5ccca8ee-abea-458a-a891-bedd31c3ddc3.png,197,779,299,877,102,98,red blood cell,9996,0.9607843137254902,1.0408163265306123
41222,/images/eed298b3-35f2-4127-88ad-0c4a9062207b.png,738,1168,853,1273,115,105,red blood cell,12075,0.9130434782608695,1.0952380952380953
77405,/images/c7ec51d5-9f45-4209-8357-39e9a984a733.png,730,824,838,929,108,105,red blood cell,11340,0.9722222222222222,1.0285714285714285
8973,/images/ef815e3a-02a6-4cf8-9262-45bc74c50b00.png,291,1273,391,1384,100,111,red blood cell,11100,1.11,0.9009009009009009
34086,/images/de5d19b7-e670-4ac7-843b-7ce7bcebdf45.png,520,811,625,937,105,126,red blood cell,13230,1.2,0.8333333333333334
77668,/images/07d15855-eb9b-46a9-b894-7cfe4d097826.png,760,503,860,599,100,96,red blood cell,9600,0.96,1.0416666666666667
20227,/images/c66cb6b2-1480-446a-a9d2-b8032a3de0d7.png,93,1038,205,1150,112,112,red blood cell,12544,1.0,1.0
70609,/images/4ce5a070-9ede-4bb1-9ca2-1bae5746776b.png,183,468,296,573,113,105,red blood cell,11865,0.9292035398230089,1.0761904761904761
55690,/images/c32b8bb8-c89d-4ae9-9c77-5b9356ca35a1.png,29,1395,143,1524,114,129,red blood cell,14706,1.131578947368421,0.8837209302325582
45828,/images/584d62ed-4329-45dd-94ce-e929d8b2bb74.png,412,464,503,549,91,85,red blood cell,7735,0.9340659340659341,1.0705882352941176
595,/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,845,1445,969,1564,124,119,red blood cell,14756,0.9596774193548387,1.0420168067226891
60107,/images/ec60ab26-3343-4c5f-9667-cdae999c7d86.png,931,455,1030,562,99,107,red blood cell,10593,1.0808080808080809,0.9252336448598131
1650,/images/5f783f43-0090-4f8a-bd75-9562f4aa2dd5.png,31,50,146,153,115,103,red blood cell,11845,0.8956521739130435,1.116504854368932
54755,/images/10891eed-b0f2-4dd0-90cb-da185f6761b2.png,416,25,536,126,120,101,red blood cell,12120,0.8416666666666667,1.188118811881188
74571,/images/bbedfcbe-9528-4ba9-9d86-4ebba7589ac5.png,963,953,1064,1064,101,111,red blood cell,11211,1.099009900990099,0.9099099099099099
63622,/images/d9c9479e-f1ea-4d6e-861f-843ff9a90d19.png,360,1001,452,1102,92,101,red blood cell,9292,1.0978260869565217,0.9108910891089109
11159,/images/6303f964-98ef-47c6-bb2d-283aa393f918.png,165,1300,266,1400,101,100,red blood cell,10100,0.9900990099009901,1.01
61190,/images/0da07970-3146-479c-8a07-f61ed32814a9.png,252,177,360,281,108,104,red blood cell,11232,0.9629629629629629,1.0384615384615385
56835,/images/a588091c-5e4c-4e61-914d-e96f3ee3e505.png,749,60,862,179,113,119,red blood cell,13447,1.0530973451327434,0.9495798319327731
69815,/images/2bd15b6e-fe2d-49f3-b394-940d024d1f91.png,897,583,1001,675,104,92,red blood cell,9568,0.8846153846153846,1.1304347826086956
70537,/images/8cca114a-ed05-4b87-95b7-fae02487f08c.png,112,1374,215,1468,103,94,red blood cell,9682,0.912621359223301,1.0957446808510638
76730,/images/3317d733-ec0d-45e6-b631-40457392f343.png,851,1033,933,1130,82,97,red blood cell,7954,1.1829268292682926,0.845360824742268
44115,/images/8b494b40-cab5-49d3-893d-c805000fbe88.png,628,356,736,444,108,88,red blood cell,9504,0.8148148148148148,1.2272727272727273
4958,/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,370,1439,477,1551,107,112,red blood cell,11984,1.0467289719626167,0.9553571428571429
39434,/images/55f8c052-8e49-4423-a4c4-365fc6afb6e1.png,723,252,861,375,138,123,red blood cell,16974,0.8913043478260869,1.1219512195121952
75658,/images/50d7c6c9-3230-48fe-947c-7dcfd0aad710.png,184,954,276,1061,92,107,red blood cell,9844,1.1630434782608696,0.8598130841121495
45397,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,984,955,1068,1040,84,85,red blood cell,7140,1.0119047619047619,0.9882352941176471
49660,/images/bd7937db-fca2-44d0-8538-460110210927.png,423,245,521,359,98,114,red blood cell,11172,1.163265306122449,0.8596491228070176
37936,/images/56a57a8d-c9b9-432a-a3b0-32a09355806c.png,34,60,130,148,96,88,red blood cell,8448,0.9166666666666666,1.0909090909090908
701,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,928,374,1023,475,95,101,red blood cell,9595,1.063157894736842,0.9405940594059405
60651,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,325,298,415,381,90,83,red blood cell,7470,0.9222222222222223,1.0843373493975903
55808,/images/68f34a9c-f73d-4238-8f55-4b05a8a2154c.png,953,87,1045,178,92,91,red blood cell,8372,0.9891304347826086,1.010989010989011
1977,/images/b95ceeeb-8870-4492-9037-2091ff268c5a.png,353,564,452,683,99,119,red blood cell,11781,1.202020202020202,0.8319327731092437
37754,/images/fe0c5e48-f65e-488c-9c3c-1ea7c7835c0c.png,774,1236,876,1330,102,94,red blood cell,9588,0.9215686274509803,1.0851063829787233
75765,/images/f48bf825-13c4-42fc-8dd8-10cc4ae6b202.png,307,1092,410,1183,103,91,red blood cell,9373,0.883495145631068,1.1318681318681318
7779,/images/e726dac6-f962-449c-acff-4dd56847b685.png,120,810,235,932,115,122,red blood cell,14030,1.0608695652173914,0.9426229508196722
41038,/images/e871f52c-77a6-4813-80d4-95bd97985f1a.png,146,376,260,478,114,102,red blood cell,11628,0.8947368421052632,1.1176470588235294
1413,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,201,613,290,700,89,87,red blood cell,7743,0.9775280898876404,1.0229885057471264
34142,/images/de5d19b7-e670-4ac7-843b-7ce7bcebdf45.png,1008,633,1110,729,102,96,red blood cell,9792,0.9411764705882353,1.0625
31835,/images/f62d4fb6-df7c-446c-94a8-d5aede0b1e0c.png,1077,10,1177,132,100,122,red blood cell,12200,1.22,0.819672131147541
56291,/images/6b473806-e936-4b19-98cf-a2b94cac35ff.png,891,1339,985,1451,94,112,red blood cell,10528,1.1914893617021276,0.8392857142857143
64693,/images/6dfafdf1-f588-4e80-8cf8-0126e1bf7af9.png,1033,798,1129,900,96,102,red blood cell,9792,1.0625,0.9411764705882353
46642,/images/da111ca5-520f-4ea8-97ad-ae5fce58ee91.png,64,1474,173,1577,109,103,red blood cell,11227,0.944954128440367,1.058252427184466
69100,/images/de2b8835-552c-4f01-98b7-67bc4910062e.png,415,1056,511,1163,96,107,red blood cell,10272,1.1145833333333333,0.897196261682243
37006,/images/b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png,521,396,633,516,112,120,red blood cell,13440,1.0714285714285714,0.9333333333333333
19811,/images/d67fb447-4dd7-4a82-a305-2b70927b69bb.png,742,1498,848,1600,106,102,red blood cell,10812,0.9622641509433962,1.0392156862745099
50142,/images/4cccfcf0-cac9-46f0-870c-0eabfdc781ba.png,360,609,479,726,119,117,red blood cell,13923,0.9831932773109243,1.017094017094017
55224,/images/8ad7ba46-5db8-4ba9-b3e0-3cac52f7efc3.png,701,633,803,741,102,108,red blood cell,11016,1.0588235294117647,0.9444444444444444
78643,/images/fd1c4c7a-24bc-43f2-b84f-fee182207aee.png,223,1026,337,1122,114,96,red blood cell,10944,0.8421052631578947,1.1875
70447,/images/8cca114a-ed05-4b87-95b7-fae02487f08c.png,822,1072,936,1174,114,102,red blood cell,11628,0.8947368421052632,1.1176470588235294
66591,/images/087f2c9c-188d-43cc-a94c-0eb8f10ac092.png,582,553,677,667,95,114,red blood cell,10830,1.2,0.8333333333333334
19942,/images/0ca25c88-457f-4f03-bbc1-98fb6663f1d1.png,216,1055,325,1169,109,114,red blood cell,12426,1.0458715596330275,0.956140350877193
3308,/images/b901c906-91be-48c4-88ec-2c527544a258.png,403,1216,529,1333,126,117,red blood cell,14742,0.9285714285714286,1.0769230769230769
33976,/images/701206c5-aaac-4b99-9cc0-4a6854359457.png,731,1110,863,1234,132,124,red blood cell,16368,0.9393939393939394,1.064516129032258
62407,/images/9af1ee02-87fd-42bc-963e-fa9ac3eb45bb.png,387,1281,489,1378,102,97,red blood cell,9894,0.9509803921568627,1.0515463917525774
31348,/images/04fb49a2-07b8-4cdf-b6f7-df5c3688e5f8.png,773,1466,879,1570,106,104,red blood cell,11024,0.9811320754716981,1.0192307692307692
8061,/images/694222bb-cddf-469a-9526-f873c6fba58e.png,338,980,448,1081,110,101,red blood cell,11110,0.9181818181818182,1.0891089108910892
7165,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,257,536,376,652,119,116,red blood cell,13804,0.9747899159663865,1.0258620689655173
19232,/images/b4d22412-a495-43a9-bec0-73a2322f8dad.png,297,670,400,771,103,101,red blood cell,10403,0.9805825242718447,1.0198019801980198
79232,/images/eb0173a3-7e5e-4f53-8124-03d9d6317844.png,255,949,355,1070,100,121,red blood cell,12100,1.21,0.8264462809917356
5698,/images/d3dcdf92-9328-4796-adf4-918646877ba1.png,327,1431,433,1550,106,119,red blood cell,12614,1.1226415094339623,0.8907563025210085
43512,/images/2d857091-efcd-41c0-ba3f-226de90445c4.png,464,92,569,217,105,125,red blood cell,13125,1.1904761904761905,0.84
44544,/images/419309ef-da3f-4424-93cf-01ff4c52b017.png,418,1201,523,1303,105,102,red blood cell,10710,0.9714285714285714,1.0294117647058822
47279,/images/1dd3e6dd-343f-4cc9-b0ed-e4d27fb36f0a.png,140,796,260,917,120,121,red blood cell,14520,1.0083333333333333,0.9917355371900827
45744,/images/584d62ed-4329-45dd-94ce-e929d8b2bb74.png,176,529,277,633,101,104,red blood cell,10504,1.0297029702970297,0.9711538461538461
60670,/images/45651e76-4bd0-45e5-895b-edec65f51987.png,721,340,844,446,123,106,red blood cell,13038,0.8617886178861789,1.1603773584905661
67572,/images/59542a24-b409-4c95-8608-d9691a741526.png,255,96,364,208,109,112,red blood cell,12208,1.0275229357798166,0.9732142857142857
12213,/images/313ed8d9-3c00-4415-9de0-0eda07c60ad9.png,1073,156,1192,268,119,112,red blood cell,13328,0.9411764705882353,1.0625
47378,/images/477e541c-0519-4542-9b13-8ee7922644d3.png,194,1404,291,1508,97,104,red blood cell,10088,1.0721649484536082,0.9326923076923077
4349,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,291,907,389,1005,98,98,red blood cell,9604,1.0,1.0
2819,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,163,725,280,840,117,115,red blood cell,13455,0.9829059829059829,1.017391304347826
25186,/images/90171428-f208-428a-b40e-f57ee3bea457.png,169,33,266,140,97,107,red blood cell,10379,1.1030927835051547,0.9065420560747663
53887,/images/540a5fee-175b-4b92-bf62-1ea9b59c86c6.png,716,634,820,740,104,106,red blood cell,11024,1.0192307692307692,0.9811320754716981
55452,/images/d67655e6-0a80-4a86-b552-1f5e85788377.png,748,114,830,195,82,81,red blood cell,6642,0.9878048780487805,1.0123456790123457
984,/images/a8cb75ba-3f2f-40d8-8bc7-c79ebd1b9603.png,968,1274,1084,1407,116,133,red blood cell,15428,1.146551724137931,0.8721804511278195
10224,/images/e3ea07d7-884a-412e-874a-40fd6b856736.png,873,1066,995,1193,122,127,red blood cell,15494,1.040983606557377,0.9606299212598425
40887,/images/550cf4ce-b641-44a3-8487-3e16d4049187.png,846,145,972,264,126,119,red blood cell,14994,0.9444444444444444,1.0588235294117647
61042,/images/6e86206f-dafe-4c28-bacc-7b83b2d40f0c.png,465,1199,583,1317,118,118,red blood cell,13924,1.0,1.0
42374,/images/1a27ebe9-93a1-4898-af69-f276057d4012.png,1056,1151,1174,1274,118,123,red blood cell,14514,1.0423728813559323,0.959349593495935
42538,/images/9a25f103-1683-47d1-8b07-ac20fe0b3ee9.png,328,1048,429,1159,101,111,red blood cell,11211,1.099009900990099,0.9099099099099099
56972,/images/a93c35ba-1690-4358-8837-669bcd850bb7.png,5,539,123,636,118,97,red blood cell,11446,0.8220338983050848,1.2164948453608246
54887,/images/8f84a2c9-ca38-4405-a488-12fcd101278b.png,420,1243,535,1355,115,112,red blood cell,12880,0.9739130434782609,1.0267857142857142
18585,/images/c22f7031-9cf8-48ce-b03b-1b12d0db4951.png,637,788,749,892,112,104,red blood cell,11648,0.9285714285714286,1.0769230769230769
19112,/images/2196389c-45ec-46b5-bc6c-1f4a33df7f7c.png,397,1329,500,1428,103,99,red blood cell,10197,0.9611650485436893,1.0404040404040404
17499,/images/56077789-8580-41b4-89d6-deea227e5c60.png,101,1022,230,1139,129,117,red blood cell,15093,0.9069767441860465,1.1025641025641026
71616,/images/390ad256-e1ed-476a-9f14-2dc34e0da632.png,432,356,545,484,113,128,red blood cell,14464,1.1327433628318584,0.8828125
20787,/images/c2ec116f-f091-422c-926c-70b548a8f6ef.png,703,1330,808,1433,105,103,red blood cell,10815,0.9809523809523809,1.0194174757281553
30726,/images/8e0dfc1f-e3eb-4a3f-a1c4-249bdfbfaa27.png,186,638,331,761,145,123,red blood cell,17835,0.8482758620689655,1.1788617886178863
55234,/images/8ad7ba46-5db8-4ba9-b3e0-3cac52f7efc3.png,603,205,700,313,97,108,red blood cell,10476,1.1134020618556701,0.8981481481481481
53839,/images/f24c8fe0-a534-44cf-9995-b2b314d945ba.png,577,927,683,1041,106,114,red blood cell,12084,1.0754716981132075,0.9298245614035088
45295,/images/9e793460-d94c-47ac-b3a7-0d6ad86357da.png,573,608,668,720,95,112,red blood cell,10640,1.1789473684210525,0.8482142857142857
39658,/images/04d21589-b777-43c2-86b5-038cbf8c3a4e.png,161,359,276,466,115,107,red blood cell,12305,0.9304347826086956,1.074766355140187
72036,/images/6ad3efc9-4392-4cee-98a5-186564a96373.png,1039,37,1137,155,98,118,red blood cell,11564,1.2040816326530612,0.8305084745762712
38966,/images/5939f341-a886-4f63-ae87-2219d000a1d4.png,417,985,521,1106,104,121,red blood cell,12584,1.1634615384615385,0.859504132231405
5546,/images/eb6e8684-b84e-483d-b835-f59286d2516b.png,272,409,377,517,105,108,red blood cell,11340,1.0285714285714285,0.9722222222222222
11031,/images/c442e2d6-aaf9-417a-9905-4737a1115f33.png,294,845,387,943,93,98,red blood cell,9114,1.053763440860215,0.9489795918367347
75938,/images/034c8d57-04d5-4786-93a4-6ae8fde2c258.png,233,1242,349,1363,116,121,red blood cell,14036,1.043103448275862,0.9586776859504132
6513,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,581,567,668,660,87,93,red blood cell,8091,1.0689655172413792,0.9354838709677419
77745,/images/4849866a-73a2-4fcf-a407-2d0a25a09a89.png,22,1001,112,1086,90,85,red blood cell,7650,0.9444444444444444,1.0588235294117647
20217,/images/c66cb6b2-1480-446a-a9d2-b8032a3de0d7.png,839,1239,964,1351,125,112,red blood cell,14000,0.896,1.1160714285714286
7629,/images/21cc498b-8cb2-42ed-8f80-bfa27b86ef11.png,771,582,904,711,133,129,red blood cell,17157,0.9699248120300752,1.0310077519379846
6752,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,277,649,383,778,106,129,red blood cell,13674,1.2169811320754718,0.8217054263565892
64265,/images/83d4e1fe-da84-4175-a9e2-8efc18782dcf.png,318,1168,406,1261,88,93,red blood cell,8184,1.0568181818181819,0.946236559139785
37186,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,76,909,197,1029,121,120,red blood cell,14520,0.9917355371900827,1.0083333333333333
58315,/images/319c9c52-f316-49f3-baad-4444ab19f85b.png,1068,139,1172,252,104,113,red blood cell,11752,1.0865384615384615,0.9203539823008849
48875,/images/fed6ba05-36a5-45dc-a4e1-9baa7de2c622.png,965,592,1058,699,93,107,red blood cell,9951,1.1505376344086022,0.8691588785046729
61417,/images/e16c0dab-780d-4035-872e-1bb91e49f9d2.png,0,307,104,409,104,102,red blood cell,10608,0.9807692307692307,1.0196078431372548
6745,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,70,1431,187,1551,117,120,red blood cell,14040,1.0256410256410255,0.975
57259,/images/6d05ed67-43e2-43af-9d57-70c7a6eeef5e.png,267,1159,378,1256,111,97,red blood cell,10767,0.8738738738738738,1.1443298969072164
55139,/images/29d4b75f-d400-4702-a9ac-e5a4ed1a1db1.png,190,1111,302,1219,112,108,red blood cell,12096,0.9642857142857143,1.037037037037037
18493,/images/9b410534-3b70-4a88-9f93-205cf4e55a05.png,330,830,423,929,93,99,red blood cell,9207,1.064516129032258,0.9393939393939394
67844,/images/04de3a31-fc09-40be-9c2c-9830c57f809d.png,143,1205,266,1319,123,114,red blood cell,14022,0.926829268292683,1.0789473684210527
25224,/images/90171428-f208-428a-b40e-f57ee3bea457.png,554,1001,683,1121,129,120,red blood cell,15480,0.9302325581395349,1.075
14187,/images/c186dcd1-af61-455f-9619-1fdd8c881b06.png,654,1271,778,1388,124,117,red blood cell,14508,0.9435483870967742,1.0598290598290598
30541,/images/7d9c1422-6332-44e9-b134-3ac94f07b0f0.png,15,1406,123,1525,108,119,red blood cell,12852,1.1018518518518519,0.907563025210084
36295,/images/81fed4a1-9d48-4938-90c9-c8bf3f5e6b1f.png,14,119,109,225,95,106,red blood cell,10070,1.1157894736842104,0.8962264150943396
23756,/images/6b2ff7ca-c5b3-415c-9481-7b14efc6d7ef.png,878,914,1010,1047,132,133,red blood cell,17556,1.0075757575757576,0.9924812030075187
3760,/images/dacf7e3f-1d8c-42a0-8539-3abe3971c956.png,386,660,485,757,99,97,red blood cell,9603,0.9797979797979798,1.0206185567010309
51239,/images/216f9d43-6869-4ba1-9106-4f5ea6aac223.png,1028,430,1136,539,108,109,red blood cell,11772,1.0092592592592593,0.9908256880733946
18317,/images/9ca20b10-e2fd-4bd2-93ef-78298f763ed5.png,76,226,190,336,114,110,red blood cell,12540,0.9649122807017544,1.0363636363636364
7969,/images/933e7e07-fc3d-42eb-be0c-6b1623ee60fa.png,565,301,664,408,99,107,red blood cell,10593,1.0808080808080809,0.9252336448598131
60481,/images/93b47b14-7f78-4b31-8897-d63a81fdab01.png,495,1110,608,1219,113,109,red blood cell,12317,0.9646017699115044,1.036697247706422
24369,/images/4d8a4ce8-0f9c-4f21-8844-4cf0e5514bbf.png,1042,225,1131,325,89,100,red blood cell,8900,1.1235955056179776,0.89
51034,/images/7eb95580-693f-41b6-9338-174be1430c23.png,964,913,1063,1024,99,111,red blood cell,10989,1.121212121212121,0.8918918918918919
74176,/images/4e43fc22-dc08-4cde-b3ce-ce8a4f377c47.png,503,1128,605,1223,102,95,red blood cell,9690,0.9313725490196079,1.0736842105263158
57297,/images/aaade430-4c49-4038-97b7-f8cdd937db57.png,176,760,286,862,110,102,red blood cell,11220,0.9272727272727272,1.0784313725490196
11756,/images/082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png,203,1016,299,1121,96,105,red blood cell,10080,1.09375,0.9142857142857143
79278,/images/05ac7b2a-6a77-4464-926b-8570f7c01693.png,470,1099,565,1205,95,106,red blood cell,10070,1.1157894736842104,0.8962264150943396
47820,/images/5a105b89-c592-4d78-b208-7db6c6572752.png,313,1499,431,1598,118,99,red blood cell,11682,0.8389830508474576,1.1919191919191918
24604,/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,650,439,755,550,105,111,red blood cell,11655,1.0571428571428572,0.9459459459459459
50129,/images/4cccfcf0-cac9-46f0-870c-0eabfdc781ba.png,596,1161,721,1298,125,137,red blood cell,17125,1.096,0.9124087591240876
65051,/images/ff3b9d4d-373c-48ef-a75a-d23e2c2ade87.png,178,717,263,807,85,90,red blood cell,7650,1.0588235294117647,0.9444444444444444
9232,/images/261562a8-ffd8-4e0e-919b-22e267000b74.png,110,151,224,258,114,107,red blood cell,12198,0.9385964912280702,1.0654205607476634
39232,/images/2aeb7b85-7df9-4a63-8d37-2eecaaa190e7.png,948,1035,1044,1127,96,92,red blood cell,8832,0.9583333333333334,1.0434782608695652
7262,/images/89f10192-d3dd-4996-a571-4c851dbdc983.png,936,656,1063,759,127,103,red blood cell,13081,0.8110236220472441,1.233009708737864
55441,/images/d67655e6-0a80-4a86-b552-1f5e85788377.png,316,1394,419,1491,103,97,red blood cell,9991,0.941747572815534,1.0618556701030928
34047,/images/1012abf2-cb05-4337-86c5-513ec4ca904d.png,618,305,722,410,104,105,red blood cell,10920,1.0096153846153846,0.9904761904761905
31910,/images/9eb66577-7857-43dc-a879-8f2c9d7f780f.png,843,1137,944,1248,101,111,red blood cell,11211,1.099009900990099,0.9099099099099099
53926,/images/540a5fee-175b-4b92-bf62-1ea9b59c86c6.png,101,891,206,1000,105,109,red blood cell,11445,1.0380952380952382,0.963302752293578
79007,/images/6144887d-a1c1-46db-91a1-f7ff5bf8c8a5.png,139,4,254,116,115,112,red blood cell,12880,0.9739130434782609,1.0267857142857142
62102,/images/f5c51193-8a27-4ef3-83ad-771395d63caf.png,281,481,376,579,95,98,red blood cell,9310,1.0315789473684212,0.9693877551020408
29415,/images/b4e5e08d-6427-46f3-aca8-a4df165a151d.png,743,833,856,954,113,121,red blood cell,13673,1.0707964601769913,0.9338842975206612
38081,/images/907650b5-edae-471d-bc54-a825be3d3fac.png,113,1015,224,1138,111,123,red blood cell,13653,1.1081081081081081,0.9024390243902439
9778,/images/3859deaf-6ae1-49a3-9051-898d0f0d7de6.png,418,276,525,377,107,101,red blood cell,10807,0.9439252336448598,1.0594059405940595
43532,/images/2d857091-efcd-41c0-ba3f-226de90445c4.png,92,521,209,644,117,123,red blood cell,14391,1.0512820512820513,0.9512195121951219
77205,/images/fe691faa-3bc7-475e-b558-aa8fe7b795bc.png,680,920,788,1027,108,107,red blood cell,11556,0.9907407407407407,1.0093457943925233
43583,/images/e0ef520d-7b65-485d-9888-e6859f189f70.png,3,184,106,295,103,111,red blood cell,11433,1.0776699029126213,0.9279279279279279
37466,/images/c6530038-6d4e-49e1-8427-d1d3acc9fa21.png,100,629,206,750,106,121,red blood cell,12826,1.1415094339622642,0.8760330578512396
52178,/images/f4c00b8c-d675-4255-8277-ca65bd757f51.png,611,1484,704,1581,93,97,red blood cell,9021,1.043010752688172,0.9587628865979382
63114,/images/d82c657e-5678-41da-9a6e-3ad29430b759.png,738,80,848,175,110,95,red blood cell,10450,0.8636363636363636,1.1578947368421053
6574,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,55,1454,169,1548,114,94,red blood cell,10716,0.8245614035087719,1.2127659574468086
24938,/images/ed0bee2f-05e0-4392-8357-19750cec577c.png,843,1133,946,1243,103,110,red blood cell,11330,1.0679611650485437,0.9363636363636364
36692,/images/21f001d6-f568-4ea4-82da-fab54c77c419.png,800,695,889,789,89,94,red blood cell,8366,1.0561797752808988,0.9468085106382979
5130,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,308,524,423,647,115,123,red blood cell,14145,1.0695652173913044,0.9349593495934959
59632,/images/a2754679-68b0-40f4-be01-bafad5ac1261.png,23,912,127,1009,104,97,red blood cell,10088,0.9326923076923077,1.0721649484536082
